modality_image,image,latitude,longitude,height,alfa,beta,gamma,fov
0003115, alps_gcas_1004012962_7818e2fcac, 45.4362, 7.01149, 2589.63, -1.66378, -0.0143725, 0.0408521, 0.805386
0003116, alps_ortl_10075361244_d38355d1eb, 46.4902, 10.5992, 2606.07, 0.225289, 0.036109, 0.0343186, 1.62219
0003117, alps_ortl_10097118576_677c7a2519, 46.5294, 10.4496, 2721.12, -3.10382, -0.101414, 0.0143108, 0.803764
0003118, alps_ortl_10097164413_2bfc94a729, 46.527, 10.4551, 2797.63, -1.1102, 0.00964548, 0.0037187, 0.980589
0003119, alps_eig_10105827274_39167b5a9f, 46.5474, 7.98501, 3587.34, 1.40033, -0.112882, -0.00545556, 0.830555
0003120, alps_ortl_10121886144_553343152c, 46.5272, 10.455, 2781.7, -1.52551, -0.256278, -0.00704354, 0.573217
0003121, alps_ortl_10121901864_c8299b3f99, 46.5339, 10.4888, 2152.35, -2.77559, -0.0778539, -0.0396887, 0.618328
0003122, alps_ortl_10121921705_73d8688480, 46.5291, 10.4533, 2777.76, -2.32828, -0.255219, -0.0554524, 0.842025
0003123, alps_ortl_10121936505_b2539989bd, 46.5272, 10.4549, 2777.89, -2.03281, -0.363543, -0.0310313, 0.859849
0003124, alps_ortl_10122001796_4e3e12b7d5, 46.5276, 10.453, 2761.02, -2.32295, -0.312404, -0.0312384, 0.586883
0003125, alps_cham_10123198745_7143da2b75, 45.879, 6.88683, 3779.74, -3.00132, -0.210404, 0.00240445, 0.470916
0003126, alps_ortl_10160808903_b0e158e2a8, 46.5377, 10.4412, 2527.08, -0.0482907, 0.0392688, -0.0406872, 0.912032
0003127, alps_eig_10163579704_6a2c61dec8, 46.5841, 7.90868, 844.077, 1.2365, 0.404204, -0.0217936, 1.13893
0003128, alps_eig_10163703316_84f58938b9, 46.613, 7.94195, 2218.67, -2.97931, 0.00732185, -0.00163754, 1.0686
0003129, alps_eig_10163750366_0622b504a6, 46.5736, 7.90852, 818.83, 1.36421, 0.273104, -0.0323311, 1.1333
0003130, alps_ortl_10174981355_182c264db1, 46.4964, 10.6011, 2426.84, 1.44848, 0.112891, -0.0156327, 0.597775
0003131, alps_ortl_10174987505_144ea5ec7d, 46.4975, 10.6295, 3118.81, 0.0829784, -0.144751, 0.0489597, 0.78041
0003132, alps_ortl_10174993375_7e8d79e86a, 46.4987, 10.629, 3135.46, 2.65333, -0.0995848, -0.00580592, 0.78096
0003133, alps_ortl_10175112733_d000706cb3, 46.4976, 10.6295, 3125.73, -0.16971, -0.0607089, 0.0316815, 0.781236
0003134, alps_ortl_10175124113_1104e70586, 46.4976, 10.6291, 3121.75, 0.711928, -0.0556242, 0.0124194, 0.795922
0003135, alps_ortl_10187064945_e77c5478b0, 46.5304, 10.4584, 2575.81, -3.05943, -0.245388, 0.0830597, 0.945415
0003136, alps_ortl_10187101864_4c98c97c0d, 46.5312, 10.4552, 2739.77, -3.04051, -0.447644, -0.070959, 0.947932
0003137, alps_ortl_10187104916_817666fdda, 46.5303, 10.4584, 2566.49, -2.60748, -0.332345, -0.011703, 0.941373
0003138, alps_cham_10190813936_57119030f9, 45.9292, 6.91702, 2027.36, 2.23831, 0.0256295, -0.0026996, 0.770511
0003139, alps_gcas_10191860485_4d767d795c, 45.4235, 7.02273, 2686.56, -1.48064, -0.0997328, -0.0194894, 1.23151
0003140, alps_gcas_10191877615_c8787bce25, 45.3908, 7.02405, 2714.98, -1.29585, 0.971457, 1.72725, 2.3696
0003141, alps_gcas_10191933985_d485fdacb2, 45.4393, 7.00907, 2558.57, -1.17571, 0.0568813, -0.0290543, 0.522564
0003142, alps_gcas_10192031176_2872ba4ee3, 45.4429, 7.01634, 2314.79, -0.0421214, -0.171114, 0.0012044, 1.07349
0003143, alps_gcas_10199600303_2514f81725, 45.4355, 7.0084, 2571.59, -0.494024, -0.462093, -0.00769756, 1.97978
0003144, alps_cham_10218575963_52ff769954, 45.9346, 6.83529, 2500.33, -2.58509, -0.252073, -0.026159, 1.57515
0003145, alps_ortl_10228428516_f6a65b2ec5, 46.5297, 10.4537, 2781.59, -2.90832, -0.417188, -0.0863838, 0.663428
0003146, alps_cham_10240928444_f317bc6201, 45.9077, 6.81656, 1518.08, 1.92467, 0.241223, -0.0502883, 1.06389
0003147, alps_gcas_10249793654_aa8cdbb390, 45.3967, 6.88589, 2504.17, 0.163993, -0.0581677, 4.25495e-05, 1.24528
0003148, alps_eig_10266945506_c9b4453e75, 46.6181, 7.94382, 2174.07, 1.7896, 0.109152, -0.022949, 0.361721
0003149, alps_eig_10267046593_eb6efdac9a, 46.6189, 7.94104, 2230.93, 2.00232, 0.224732, -0.0328871, 0.965843
0003150, alps_gcas_10277674874_657fd9df84, 45.3966, 6.76737, 2229.89, -2.59966, 0.0592121, 0.0131979, 1.12758
0003151, alps_gcas_10277793225_6aaf941d56, 45.3915, 6.75401, 2056.83, -2.64262, 0.145726, -0.0141614, 0.890493
0003152, alps_eig_10327668355_6d3fac2600, 46.6645, 8.0273, 2222.84, 2.82455, -0.0171858, -0.000213063, 0.782274
0003153, alps_eig_10327822823_ae2db24aaf, 46.6812, 7.9638, 2102.39, 0.763026, -0.0214864, -0.0312208, 0.343971
0003154, alps_cham_10351084654_58645fbd86, 45.9335, 6.91632, 1900.93, 2.26872, -0.233916, -0.0296365, 1.21545
0003155, alps_cham_10351281843_9cd6afb721, 45.9334, 6.91634, 1909.11, 2.23688, -0.0890239, 0.0167642, 1.11124
0003156, alps_eig_10352578834_8c683bf044, 46.6491, 7.99087, 1805.43, 1.87888, 0.207679, -0.00695657, 1.5795
0003157, alps_eig_10363943376_96b004ef9d, 46.555, 7.88945, 1631.8, 2.27949, 0.125037, -0.0596901, 1.47419
0003158, alps_cham_10446997404_dfb550b636, 45.9334, 6.91638, 1905.08, 2.20497, 0.110418, 0.014433, 0.743091
0003159, alps_cham_10447177874_03e0852f9c, 45.8791, 6.88689, 3762.72, -2.68718, -0.161639, -0.0186501, 0.791646
0003160, alps_cham_10447357154_290b4bd616, 45.8794, 6.88685, 3747.46, -1.12357, -0.456811, 0.0019396, 0.779386
0003161, alps_cham_10447428715_b6757e4fd9, 45.879, 6.88735, 3810.79, 1.58983, -0.0887582, 0.0429869, 0.77583
0003162, alps_cham_10447438723_17d3d5cc55, 45.8779, 6.88738, 3768.39, -2.53325, -0.165838, 0.00484153, 0.773505
0003163, alps_gcas_10609876454_f445e35549, 45.3006, 6.68134, 2551.76, 1.96211, -0.130256, 0.155494, 1.08917
0003164, alps_gcas_10610106596_5519ff9281, 45.3005, 6.68228, 2556.98, 0.313163, -0.192286, -0.0474507, 1.00209
0003165, alps_cham_10625463766_5135856204, 45.8792, 6.88638, 3783.31, 2.75023, 0.0408678, 0.0508766, 0.970583
0003166, alps_cham_10651477745_50558917a2, 45.8781, 6.8876, 3781.06, 1.38964, 0.02657, -0.0198944, 0.56675
0003167, alps_cham_10651547033_4d718bf2cd, 45.8788, 6.88748, 3800.18, -2.64468, -0.0381444, -0.00613066, 0.60579
0003168, alps_cham_10651551434_529c4152cd, 45.8796, 6.88741, 3792.41, 1.23056, 0.171008, 0.012635, 0.362292
0003169, alps_cham_10651553695_388e8406db, 45.8794, 6.88773, 3814.72, 1.08177, -0.0953219, 0.0301371, 1.0775
0003170, alps_eig_10655734536_8bd3f0933d, 46.5941, 7.9064, 863.545, 2.11377, 0.365473, 0.064608, 1.01214
0003171, alps_ortl_10704286823_82b7d6f1b8, 46.4842, 10.7316, 2987.91, 0.543235, -0.133023, -0.00298805, 1.21913
0003172, alps_cham_10708760843_92c42c05e8, 45.8785, 6.8882, 3825.46, 2.8896, -0.0106765, -0.00567124, 0.40292
0003173, alps_gcas_10759010604_141e5680b8, 45.3788, 6.98695, 2772.96, -1.70175, -0.0429691, 0.0554777, 0.692545
0003174, alps_eig_10766892565_ce426ff0d8, 46.5857, 7.96266, 2060.97, 1.62518, 0.13182, -0.0422469, 0.970539
0003175, alps_eig_10766993956_526324e283, 46.5944, 7.90786, 800.913, 1.69204, 0.0320633, -0.0149485, 1.09873
0003176, alps_eig_10808943036_a1fe992e0b, 46.657, 7.88781, 1514.25, 0.122376, -0.158838, 0.0462226, 1.04187
0003177, alps_eig_10809043706_c877473f10, 46.5957, 7.96988, 1967.99, 1.1789, 0.0137237, -0.0520265, 0.709576
0003178, alps_eig_10809043795_81bbb712e1, 46.5781, 7.96548, 2151.74, 1.7184, 0.216665, -0.0477028, 1.03594
0003179, alps_eig_10809046345_172001faf3, 46.5781, 7.96543, 2153.44, 1.82216, 0.164119, 0.00921887, 1.02841
0003180, alps_eig_10809047875_0a27458f26, 46.5781, 7.96553, 2150.41, 1.92529, 0.185506, -0.0169416, 1.02273
0003181, alps_eig_10835386465_ab6a8936fd, 46.5891, 7.97859, 1909.54, 1.51178, 0.240356, -0.0258828, 0.847171
0003182, alps_eig_10835556206_07b4fa1421, 46.5506, 7.98766, 3532.26, 1.35678, 0.0277347, 0.0522413, 0.538024
0003183, alps_eig_10835628974_1420612cd4, 46.5477, 7.9849, 3596.41, -0.634193, -0.201733, -0.00510233, 0.76185
0003184, alps_eig_10835708316_90f0d0e0ec, 46.5477, 7.98529, 3579.05, 1.57319, -0.13821, 0.0534728, 0.780185
0003185, alps_eig_10835877856_787fe44efb, 46.5776, 7.96881, 2171.29, -0.156242, -0.0535238, -0.0473955, 1.22444
0003186, alps_eig_10836086153_df2b821237, 46.5727, 8.00314, 3554.71, 2.61911, -0.124964, 0.0998201, 1.14035
0003187, alps_eig_10836091624_93105b9283, 46.6437, 8.05562, 1432.15, 1.28619, -0.00977885, 0.0799162, 1.25013
0003188, alps_eig_10836200474_ae0408577a, 46.6605, 8.05373, 2177.83, 1.41186, -0.372745, 0.0256169, 1.15428
0003189, alps_eig_10836244124_01d99e199e, 46.6602, 8.05213, 2187.9, 2.73131, 0.00210667, 0.0133599, 0.794657
0003190, alps_eig_10836250134_8001d7d8cc, 46.6603, 8.05273, 2192.47, 2.08018, 0.0558612, 0.0158014, 0.791151
0003191, alps_eig_10836283764_7b3c99537b, 46.638, 8.04577, 1374.74, 1.4265, -0.0464368, -0.17061, 1.24061
0003192, alps_eig_10836391643_e714d5b548, 46.661, 8.05352, 2160.42, 0.881181, -0.436587, 0.132351, 1.046
0003193, alps_wild_1091442029_7fb5d93b69, 46.8204, 11.0196, 3149.64, -1.56895, 0.0301758, 0.36581, 1.58454
0003194, alps_wild_1091638277_ef97d0327b, 46.801, 10.8867, 2508.58, 3.09026, -0.065627, 0.0258746, 0.929088
0003195, alps_wild_1092513638_19a63ac51f, 46.801, 10.8848, 2552.74, -2.34001, 0.0770212, -0.00107173, 0.933657
0003196, alps_cham_1095018279_a5206a3b6c, 45.982, 6.89031, 2362.82, 2.15113, 0.0248277, 0.0318103, 0.814723
0003197, alps_ortl_11012215665_c8f9d73f03, 46.528, 10.4548, 2744.77, 2.58557, 0.158038, 0.0271879, 1.12041
0003198, alps_eig_11025324365_1a0c41ef99, 46.5587, 7.89578, 1604.8, 2.10052, 0.102018, -0.0376635, 1.13187
0003199, alps_eig_11025429126_826e2eee70, 46.558, 7.8955, 1574.63, 2.73038, 0.0962073, -0.0164438, 1.18029
0003200, alps_eig_11025485534_46c2392557, 46.5583, 7.89599, 1618.44, 1.93876, 0.159143, -0.0306367, 1.14375
0003201, alps_eig_11025927955_dc011384b9, 46.6084, 7.9185, 1290, 1.11721, -0.0556857, -0.0179273, 1.02259
0003202, alps_eig_11080915046_411a3a709b, 46.5636, 7.88435, 1923.99, -3.12579, 0.321268, 0.0405389, 0.980292
0003203, alps_ortl_11144579766_70cf890507, 46.5163, 10.4101, 2182.83, 0.304637, -0.302415, 0.0341106, 0.892813
0003204, alps_ortl_11156702146_4e3ee74fe4, 46.4419, 10.3923, 2022.37, -0.886147, -0.297279, -0.0642543, 0.932376
0003205, alps_ortl_11156782666_7ac9688c04, 46.4417, 10.3922, 2028.06, -0.852734, -0.230942, -0.0191907, 0.948661
0003206, alps_cham_11186402176_f3e14122c0, 45.9481, 6.96075, 3283.85, 1.05197, 0.0174082, 0.0014087, 0.956262
0003207, alps_ortl_11191515315_0791cb87e1, 46.4904, 10.6001, 2621.67, 0.0189987, 0.281864, -0.0282569, 1.13099
0003208, alps_ortl_11194311025_30245cb9ef, 46.5289, 10.4533, 2762.8, -2.5622, -0.331852, -0.04793, 1.00525
0003209, alps_gcas_11220713723_65bf5ddac6, 45.3875, 6.79951, 2502.31, 2.69123, 0.0976463, 0.0333307, 1.10247
0003210, alps_ortl_11261490414_db7d689fb0, 46.4656, 10.3765, 1195.28, -1.1526, 0.19653, -0.0034656, 0.414113
0003211, alps_ortl_11261563263_e141cbd18a, 46.5163, 10.4101, 2187.35, 0.249674, -0.228625, 0.0561212, 0.961748
0003212, alps_ortl_11273916734_76d1af661a, 46.5176, 10.4068, 2123.25, 0.795325, -0.167442, 0.030144, 1.12658
0003213, alps_gcas_11338520464_c752da0b32, 45.3537, 6.85561, 2357.33, -1.23835, 0.0176144, 0.0235513, 1.02516
0003214, alps_eig_11354774555_0979e6c1f1, 46.6124, 7.94705, 2089.66, -2.47394, -0.290653, -0.0237328, 0.808909
0003215, alps_eig_11368993576_9dd05d0759, 46.3996, 7.84822, 3293.71, -1.43846, -1.20758, 2.35046, 2.75216
0003216, alps_eig_11369001025_f694f8d8fe, 46.6614, 8.05442, 2155.82, 1.3674, -0.155547, -0.00580345, 0.650667
0003217, alps_eig_11369063844_3ae27b7d24, 46.6721, 8.05493, 2458.57, 0.889112, -0.0777619, 0.0479408, 0.551135
0003218, alps_eig_11369130403_84500fa58e, 46.6817, 8.06214, 2506.06, 1.34808, -0.255148, 0.0502371, 0.458596
0003219, alps_eig_11376099246_9cd8240335, 46.5974, 7.88859, 1552.89, 2.60921, 0.204524, -0.024528, 0.654441
0003220, alps_eig_11376101266_8518a7705d, 46.5977, 7.89259, 1418.61, 2.39938, 0.235367, 0.0156925, 0.653994
0003221, alps_eig_11376130935_1299f6b209, 46.576, 7.9448, 1914.09, 0.628382, -0.0852302, 0.0544552, 0.667763
0003222, alps_eig_11376145416_592860e1ee, 46.5759, 7.94452, 1904.82, 0.806175, -0.0936202, -0.00225728, 0.714697
0003223, alps_eig_11376145584_ea84b32771, 46.5962, 7.91293, 831.15, 1.45504, 0.200016, -0.0188528, 0.645582
0003224, alps_eig_11376177784_d6cc5b5b76, 46.5756, 7.94016, 1887.55, 0.677066, -0.0872394, 0.031048, 0.664196
0003225, alps_eig_11376198423_978f09598d, 46.5594, 7.94568, 2096.84, -1.98918, -0.0785175, -0.00691601, 0.51013
0003226, alps_eig_11376269613_0aa0a36eaf, 46.5897, 7.96049, 2104.15, 1.66292, -0.00506923, -0.000981473, 0.554645
0003227, alps_eig_11379004445_7e3ba2e516, 46.6057, 7.92159, 1272.78, 1.34207, -0.0412051, -0.00168294, 0.831752
0003228, alps_eig_11379026954_967b17f30c, 46.6086, 7.91734, 1272.64, 1.59488, -0.0193807, -0.10748, 1.21243
0003229, alps_eig_11379054666_02dc5e0928, 46.5754, 7.94707, 1914.95, 1.84248, 0.108292, -0.0899662, 1.22484
0003230, alps_eig_11379091694_dc892ba62a, 46.576, 7.94287, 1892.62, 0.658128, 0.000697763, -0.0145647, 0.653765
0003231, alps_eig_11379139953_81376db077, 46.6056, 7.92161, 1282.31, 1.30272, -0.00400125, -0.0333883, 0.941157
0003232, alps_eig_11379200243_d1c31636cf, 46.586, 7.96302, 2057.05, 1.15403, 0.122924, 0.0152541, 1.22304
0003233, alps_eig_11379235944_51d71c12a7, 46.6083, 7.91917, 1281.09, 1.24902, -0.0228299, -0.00818825, 0.695275
0003234, alps_eig_11379254945_4399446b33, 46.6397, 8.04665, 1459.07, 0.997517, 0.0265415, -0.065187, 1.28816
0003235, alps_eig_11379292225_7c4de2f23d, 46.6594, 8.06404, 1982.71, 0.856198, -0.0153508, -0.0209996, 0.999346
0003236, alps_eig_11379316425_cf96de75a3, 46.604, 8.03724, 1693.21, -2.3094, 0.0408304, 0.00609669, 1.00431
0003237, alps_eig_11379518206_a9db39f580, 46.6134, 7.94123, 2234.04, 1.04419, -0.130033, -0.0181838, 0.852021
0003238, alps_eig_11379539814_8e1f2d3b25, 46.6134, 7.94097, 2226.76, 1.12048, -0.036377, -0.0114489, 1.22507
0003239, alps_eig_11379569884_017cd5710c, 46.613, 7.94091, 2235, 1.30214, -0.0516353, -0.00403316, 1.2969
0003240, alps_eig_11379615774_72120d2851, 46.597, 7.88968, 1512.37, 2.53866, 0.091573, -0.0047841, 1.12544
0003241, alps_eig_11379657533_928e523b59, 46.6132, 7.94116, 2229.32, 1.26348, -0.00758057, -0.0117519, 1.45276
0003242, alps_cham_11398664566_1a56e00a77, 45.9317, 6.91684, 2003.49, 2.134, 0.11631, -0.0497908, 0.48457
0003243, alps_wild_1141304709_09bff28e83, 46.8547, 10.8226, 2821.51, 1.9558, -0.00967205, 0.0220373, 0.997178
0003244, alps_wild_1141326763_7fd4848ad0, 46.8555, 10.8234, 2862.48, -2.23515, 0.12886, -0.00957253, 0.87618
0003245, alps_wild_1142105822_8d11b7798a, 46.855, 10.8224, 2825.85, 2.61793, -0.070964, -0.0206683, 1.12439
0003246, alps_wild_1142230354_0b45a42d47, 46.8666, 10.8267, 2951.41, -1.75929, 0.095073, -0.0280555, 0.703106
0003247, alps_wild_1145989141_62cf71980f, 46.8626, 10.8106, 3034.72, -2.49026, 0.116238, -0.0294459, 0.669459
0003248, alps_wild_1146011615_a6058cc4f3, 46.7998, 10.8728, 2722.08, -0.542868, 0.945077, 0.460506, 2.73038
0003249, alps_wild_1146387940_bcb18b19dd, 46.8587, 10.8166, 2973.71, -2.30672, 0.0214445, -0.0463038, 1.13982
0003250, alps_wild_1146412032_df7b4ac920, 46.8588, 10.8168, 2961, -2.11167, 0.364484, -0.0217171, 1.11972
0003251, alps_wild_1146459172_8d107af1bc, 46.8577, 10.822, 2864.71, 2.35933, 0.0773144, -0.000367043, 0.712974
0003252, alps_wild_1146556692_a32e1623de, 46.8697, 10.8055, 3051.62, 1.99135, -0.147001, 0.0123795, 0.948606
0003253, alps_wild_1146973524_cfd782a839, 46.8628, 10.8116, 3019.65, -2.6575, 0.142294, -0.03003, 0.823212
0003254, alps_wild_1146994942_1edf7e0fc0, 46.866, 10.8135, 2989.67, -2.09695, -0.0692008, -0.0482127, 1.28482
0003255, alps_wild_1147193766_6e8262e60c, 46.8453, 10.8794, 2473.68, 0.441697, -0.0516322, 0.0593019, 0.476934
0003256, alps_eig_11578073703_95caaa0066, 46.5756, 7.97721, 2411.59, 0.264144, -0.0367536, -0.0200151, 1.10861
0003257, alps_ortl_11641699075_1da850bb05, 46.5274, 10.4542, 2775.49, -2.41304, -0.271698, 0.0982232, 0.838407
0003258, alps_gcas_11656503715_ec570a42cb, 45.4131, 6.87331, 3518.11, -2.62388, -0.0664305, -0.012619, 0.373654
0003259, alps_gcas_11656744603_32305d7ca2, 45.4235, 6.89036, 3020.32, -1.6607, -0.0955557, 0.0306756, 0.972077
0003260, alps_gcas_11657277716_4ea9742121, 45.4124, 6.87982, 3373.41, -2.16285, -0.236452, 0.0115793, 1.1305
0003261, alps_cham_1169667744_b5a9ad634e, 45.9365, 6.83814, 2436.99, 1.9694, 0.167178, 0.0317267, 1.07636
0003262, alps_ortl_11716850215_2d193c8386, 46.533, 10.437, 2570.18, 2.78259, 0.0351482, 0.0206244, 0.805255
0003263, alps_ortl_11726844185_cb8f6fdb2b, 46.4558, 10.3761, 1380.49, -1.0215, 0.0135289, 0.012597, 1.01324
0003264, alps_ortl_11726844425_2c1a27a3a6, 46.4559, 10.3762, 1385.19, -0.869871, -0.126547, 0.0655557, 1.01419
0003265, alps_ortl_11727107113_1b07f974c5, 46.4558, 10.3761, 1377.17, -0.948463, -0.112458, 0.0522887, 1.01009
0003266, alps_ortl_11727119683_87d4fb2144, 46.4604, 10.3656, 1271.69, -1.59704, 0.160153, -0.012904, 1.23971
0003267, alps_ortl_11727232424_542a7c872c, 46.4213, 10.411, 2959.55, -0.946243, -0.287848, 0.00960984, 1.00267
0003268, alps_ortl_11727609876_66e87862f6, 46.4211, 10.4111, 2964.35, -1.47561, -0.330938, 0.00222871, 1.01145
0003269, alps_ortl_11727610866_deb79571f6, 46.4201, 10.4115, 2971.08, -1.49405, -0.107539, 0.0107356, 0.994366
0003270, alps_ortl_11727610996_16698c0151, 46.4202, 10.4116, 2975.73, -0.873523, -0.0596939, 0.0169263, 0.987947
0003271, alps_ortl_11727620806_d5a20a7bf8, 46.4559, 10.3761, 1375.73, -0.866795, -0.0566785, 0.0264023, 1.01228
0003272, alps_gcas_11739335143_dfce327c33, 45.3857, 6.80306, 2473.68, 2.814, 0.0543337, 0.0172221, 0.41732
0003273, alps_gcas_11739342343_0ce78b1e93, 45.3541, 6.84095, 2277.2, -2.20448, 0.0644076, 0.0610611, 0.595993
0003274, alps_cham_11739468455_7f5840d401, 45.9783, 6.89276, 2337.68, 2.06327, 0.00601507, -0.0209257, 0.63856
0003275, alps_gcas_11739838786_27b8c17453, 45.332, 6.83537, 2426.71, -1.47767, -0.0307302, 0.0105339, 0.438568
0003276, alps_gcas_11739840826_9e4c54fafc, 45.3372, 6.83305, 2384.23, -1.68404, 0.00914934, 0.0223141, 0.654516
0003277, alps_ortl_11748535635_83a9555e78, 46.536, 10.4905, 2169.41, 0.998051, 0.0172104, 0.0307192, 0.758773
0003278, alps_ortl_11748771723_918cd04f72, 46.5358, 10.4904, 2162, 0.974404, 0.0609086, 0.0584044, 0.967773
0003279, alps_ortl_11753743083_d4aced13fe, 46.5185, 10.41, 2224.45, 0.83257, -0.268579, -0.0740452, 1.083
0003280, alps_ortl_11754235356_5286d2e74c, 46.5163, 10.41, 2189.16, 0.148301, -0.441765, 0.0326806, 0.400684
0003281, alps_eig_11774938606_67de0abdfd, 46.6449, 7.98599, 1769.78, 2.69333, -0.0330027, 1.36656, 2.62838
0003282, alps_eig_11776500856_45092c1436, 46.6235, 8.03819, 1048.91, 0.91336, 0.17806, -0.0104636, 1.17329
0003283, alps_eig_11776520056_b1c2436f5a, 46.6232, 8.03777, 1037.42, 1.26874, 0.0839804, -0.00271041, 1.19456
0003284, alps_ortl_11782938875_cb94d6b8b1, 46.5182, 10.4101, 2226.84, 1.29312, -0.343753, -0.044721, 0.957826
0003285, alps_ortl_11783003325_43dd10028f, 46.5185, 10.41, 2226.45, 1.73797, -0.299232, -0.105442, 0.878292
0003286, alps_ortl_11783013605_ee96a33c1d, 46.5185, 10.41, 2228.16, 1.53378, -0.490495, -0.148675, 0.997059
0003287, alps_ortl_11783071885_ed4d7e3fe0, 46.5319, 10.4428, 2653.94, 2.67864, 0.0838852, 0.0689863, 0.982116
0003288, alps_ortl_11783325203_0369952202, 46.5283, 10.4523, 2759.09, -2.93454, -0.213283, -0.0108571, 0.97662
0003289, alps_ortl_11783461194_1980f3870b, 46.5185, 10.41, 2219.01, 0.809211, -0.410148, -0.044127, 1.01619
0003290, alps_ortl_11783742766_00beb348c3, 46.5183, 10.4101, 2222.31, 0.655676, -0.348502, -0.0394856, 0.989752
0003291, alps_ortl_11783856976_20a4e9895b, 46.5311, 10.4447, 2671.06, 2.691, 0.0726823, 0.000390527, 0.944352
0003292, alps_cham_11841106835_63529241a5, 45.9824, 6.8916, 2381.37, 1.90705, 0.0211406, 0.0117782, 0.578807
0003293, alps_cham_11841402223_3aa5257e0b, 45.98, 6.89296, 2288.65, 1.43726, 0.0482297, 0.00582119, 0.442788
0003294, alps_eig_11851880115_71a4cacd44, 46.5481, 7.98251, 3479.08, 0.634831, 0.147594, -0.0609038, 1.2434
0003295, alps_ortl_11933905273_a55d364ca4, 46.5277, 10.4569, 2731.97, -0.469676, -0.0174946, -0.0394764, 1.10082
0003296, alps_ortl_11934041004_faca38b8e4, 46.5285, 10.4526, 2751.75, -0.986694, -0.138505, -0.0579343, 1.15732
0003297, alps_ortl_12009276096_0a76c8ba3c, 46.5307, 10.4467, 2682.3, 2.7727, 0.0734899, 0.0219108, 0.578687
0003298, alps_gcas_12035357424_5041a911d0, 45.44, 6.97512, 1912.49, -1.87536, -0.462372, -0.0340004, 1.50834
0003299, alps_gcas_12035728766_0ce6fb886f, 45.4399, 6.94881, 2708.11, 1.19591, -0.0954892, -0.058656, 0.915406
0003300, alps_ortl_12133368866_fb7228e01e, 46.4204, 10.4088, 2973.82, -3.04617, 0.208845, -0.0190301, 0.570021
0003301, alps_cham_1222887001_6195232f29, 45.9287, 6.87505, 1054.41, 1.3317, 0.266955, -0.0731907, 0.357381
0003302, alps_cham_12240191365_0ace743843, 45.9656, 6.87691, 2252.48, 2.60359, 0.00418581, -0.00725703, 0.753476
0003303, alps_cham_12257986816_7632231016, 45.9385, 6.8852, 1140, 1.31901, 0.237528, -0.0339512, 0.314395
0003304, alps_cham_12257988046_0f7fa27899, 45.9982, 6.92424, 1416.91, 1.99036, -0.170024, 0.0365125, 1.72435
0003305, alps_eig_12290763246_6d2473c503, 46.5426, 7.90445, 1036.37, -3.04665, 0.247124, 0.0270171, 1.3428
0003306, alps_eig_12290818306_79168c89b1, 46.5484, 7.92035, 2228.56, -2.99604, 0.194602, -0.0121645, 1.4208
0003307, alps_eig_12313530965_6476a4faf7, 46.6536, 7.96674, 2031.97, 1.3437, 0.339118, -0.0774256, 2.12169
0003308, alps_eig_12327573145_291ceb74b0, 46.5988, 7.92809, 1383.88, -0.971818, -0.135431, 0.0298928, 0.824443
0003309, alps_eig_12327698913_0327f7242b, 46.5967, 7.9307, 1428.32, -0.218909, -0.134373, 0.00872856, 1.17056
0003310, alps_eig_12345759405_2d60ac42ab, 46.5876, 7.96094, 2071.77, -2.51584, 0.0990751, -0.00613918, 0.908934
0003311, alps_eig_12345857255_8aba7ca0e3, 46.5921, 7.96032, 2107.51, -2.57137, -0.0534643, 0.0136339, 0.429279
0003312, alps_eig_12345876075_6eb1630f10, 46.5892, 7.95252, 2250.45, -2.58922, -0.0244723, -0.00290334, 0.402475
0003313, alps_eig_12345885413_9f87cc0565, 46.5871, 7.96239, 2072.47, -2.66881, 0.119899, 0.00933597, 1.52505
0003314, alps_eig_12345917783_335c80e9c5, 46.5765, 7.92235, 1724.09, -2.98624, 0.194965, 0.0256901, 1.04538
0003315, alps_eig_12345942073_896d624f7a, 46.5891, 7.96083, 2106.48, 1.55763, 0.0324112, -0.00645323, 1.34399
0003316, alps_eig_12346147414_3bbbd4eb0d, 46.5862, 7.96153, 2044.97, 1.97954, 0.121836, -0.0406574, 0.842692
0003317, alps_eig_12346241204_8642b31219, 46.5873, 7.96103, 2068.61, 1.81865, 0.247647, 0.00142359, 1.45764
0003318, alps_eig_12346249534_03ecf86788, 46.5875, 7.96109, 2068.15, 1.35915, 0.0405829, 0.0585837, 1.46692
0003319, alps_eig_12346337143_b23f9cec2b, 46.5759, 7.94, 1892.65, 0.149665, 0.045504, -0.0128439, 1.01368
0003320, alps_eig_12346356214_c3e7ab2be3, 46.5887, 7.9625, 2053.6, 1.58934, 0.300323, -0.0148743, 0.385564
0003321, alps_eig_12346721034_530cf625a4, 46.5805, 7.95653, 2034.89, 1.82338, 0.220746, -0.050393, 1.0275
0003322, alps_eig_12389977515_92089a16ca, 46.6111, 7.94082, 2206.5, 1.15852, -0.189875, 0.0133332, 1.25786
0003323, alps_eig_12392307205_500fe392c1, 46.587, 7.96179, 2046.06, 2.02258, 0.140105, 0.00998855, 0.968263
0003324, alps_ortl_12405180715_8d8e1c7f97, 46.5282, 10.4523, 2758.99, 2.82367, -0.00386423, -0.00515863, 1.74286
0003325, alps_ortl_12405254713_6a9b3c4acb, 46.556, 10.51, 1592.73, 1.59768, 0.214307, 0.0185542, 1.36939
